pageid,title,protection,view_count,current_protection_status,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Measures of Central Tendencies ,Value,Current_Protection_Status
24828637,Avakai Biryani, ,165908,,,,,,,,,
3632157,List of Lexx episodes, ,165686,,,,,,,,,
27005675,List of waterfalls by type, ,165197,,,,,,,,,
1166477,Bubble Yum, ,164953,,,,,,,,,
3105023,Offshore investment, ,164676,,,,,,,,,
619891,Northern alligator lizard, ,164537,,,,,,,,,
1188238,Tul Bahadur Pun, ,164203,,,,,,,,,
2052531,Chapter V (Staind album), ,163792,,,,,,,,,
4662826,Drug Testing (The Office), ,163238,,,,,,,,,
2093702,Toy balloon, ,162607,,,,,,,,,
40765631,"Indian provincial elections, 1946", ,162569,,,,,,,,,
3517746,FC Metalurh Zaporizhya, ,161783,,,,,,,,,
424271,Bombay Samachar, ,160870,,,,,,,,,
40803169,DJ Playero, ,160425,,,,,,,,,
3148646,4th Marine Regiment (United States), ,160244,,,,,,,,,
31457304,Anthony Gose, ,159985,,,,,,,,,
1368137,List of hospitals in Maryland, ,159795,,,,,,,,,
5253337,Beyond Rangoon, ,159701,,,,,,,,,
358773,Melian Dialogue, ,158781,,,,,,,,,
41407242,Billie Sutton, ,158727,,,,,,,,,
4252699,Methoprene, ,158675,,,,,,,,,
779887,Yūko Miyamura, ,158603,,,,,,,,,
1711276,French ship Mistral (L9013), ,156969,,,,,,,,,
818706,Dance with a Stranger, ,156878,,,,,,,,,
27736851,Viva World Cup, ,155702,,,,,,,,,
908505,In Which Annie Gives It Those Ones, ,155220,,,,,,,,,
18377488,Zhang Xin, ,155087,,,,,,,,,
47536130,List of Janmarg stations, ,155059,,,,,,,,,
434977,John Wilkinson (industrialist), ,155033,,,,,,,,,
149789,The Jolson Story, ,154436,,,,,,,,,
5722122,Organozinc compound, ,153800,,,,,,,,,
245060,List of Roman cognomina, ,152927,,,,,,,,,
627143,Tywyn, ,151969,,,,,,,,,
3360224,Dougga, ,151833,,,,,,,,,
45409973,Sara Sorribes Tormo, ,151466,,,,,,,,,
11808610,Ford Falcon (XC), ,151364,,,,,,,,,
8102528,GET-ligaen, ,151360,,,,,,,,,
3989366,2001 Wimbledon Championships – Women's Singles, ,150208,,,,,,,,,
150216,Spartan hegemony, ,150119,,,,,,,,,
25230866,Armstrong and Miller, ,149777,,,,,,,,,
29565398,Fujikura, ,147276,,,,,,,,,
38203019,Kate Dillon Levin, ,146270,,,,,,,,,
590857,You Gotta Go There to Come Back, ,145948,,,,,,,,,
17515602,Test stub, ,144803,,,,,,,,,
6247647,SM U-1 (Germany), ,144470,,,,,,,,,
4970011,"Ghum, West Bengal", ,144334,,,,,,,,,
23203830,Echeveria elegans, ,143909,,,,,,,,,
23828831,Snow's BBQ, ,143483,,,,,,,,,
4041589,George Soule (Mayflower passenger), ,143228,,,,,,,,,
41602734,Jeremiah Attaochu, ,142043,,,,,,,,,
2626808,Masha Bruskina, ,141900,,,,,,,,,
9490727,BioArt, ,141872,,,,,,,,,
3453538,Vance Johnson, ,141748,,,,,,,,,
7455693,Billy Ward and his Dominoes, ,141187,,,,,,,,,
300782,Stuart, ,141030,,,,,,,,,
19671702,"Maurice Peston, Baron Peston", ,140900,,,,,,,,,
22071969,The Human Factor (1979 film), ,140668,,,,,,,,,
1279194,Islam in Yemen, ,140499,,,,,,,,,
40914718,Mridula Warrier, ,140492,,,,,,,,,
1293194,Allister, ,140444,,,,,,,,,
36394911,HC Meshkov Brest, ,140429,,,,,,,,,
2316357,Long Beach Convention and Entertainment Center, ,139817,,,,,,,,,
5173277,George Yancopoulos, ,139728,,,,,,,,,
5604375,IFIC Bank, ,139521,,,,,,,,,
22541305,David Amber, ,139449,,,,,,,,,
3168708,Alvechurch F.C., ,139097,,,,,,,,,
29497293,Original Sin (INXS album), ,138953,,,,,,,,,
32291785,Quiet Birdmen, ,138920,,,,,,,,,
37161043,Chinna (actor), ,138683,,,,,,,,,
1801519,Arthur Chung, ,138131,,,,,,,,,
920330,Tupaia (navigator), ,138077,,,,,,,,,
14042818,Pacific Asia Travel Association, ,137735,,,,,,,,,
7436699,Chieko Baisho, ,137731,,,,,,,,,
19765796,Jordan Ellenberg, ,137185,,,,,,,,,
20610508,Battle of the Ruhr, ,136644,,,,,,,,,
3401414,Aeronwy Thomas, ,136515,,,,,,,,,
3646268,Unit type, ,136290,,,,,,,,,
4898002,The Silver Tongued Devil and I, ,135643,,,,,,,,,
1570129,Prince of Wales Theatre, ,135051,,,,,,,,,
479403,B. B. Warfield, ,134853,,,,,,,,,
2143079,Vasojevići, ,134511,,,,,,,,,
4194548,1935 Quetta earthquake, ,134378,,,,,,,,,
41877424,14 On Fire, ,134241,,,,,,,,,
25110094,Manny Pacquiao vs. Miguel Cotto, ,134125,,,,,,,,,
49031794,Asynchrony (computer programming), ,134057,,,,,,,,,
641540,Austin Rover Group, ,133972,,,,,,,,,
9206173,Cutaneous innervation of the upper limbs, ,133660,,,,,,,,,
2710041,Utopia Banished, ,133608,,,,,,,,,
124937,"Cornish, New Hampshire", ,133558,,,,,,,,,
5022778,No. 1 in Heaven, ,133165,,,,,,,,,
27334151,Rail transport in Vietnam, ,132978,,,,,,,,,
11143202,Ullasa Paravaigal, ,132856,,,,,,,,,
8049700,Denmark women's national handball team, ,132766,,,,,,,,,
887190,Lincoln (novel), ,132534,,,,,,,,,
383777,Tom Henke, ,132473,,,,,,,,,
9394422,Extras (novel), ,131619,,,,,,,,,
9414205,Myrosinase, ,131427,,,,,,,,,
121347,"Crookston, Minnesota", ,131335,,,,,,,,,
20580409,Lacedaemon (mythology), ,130718,,,,,,,,,
4184623,List of Old Carthusians, ,130553,,,,,,,,,
967654,Bottling line, ,130547,,,,,,,,,
2888633,Margraviate of Baden, ,130317,,,,,,,,,
1043063,Angel Mounds, ,130123,,,,,,,,,
12942917,Nextgen, ,130088,,,,,,,,,
1460205,Brush with Greatness, ,129802,,,,,,,,,
1672551,Concentrated Animal Feeding Operation, ,129741,,,,,,,,,
49085710,Brandon Semenuk, ,128930,,,,,,,,,
5325141,Educational psychologist, ,128636,,,,,,,,,
673658,Kid Gleason, ,127965,,,,,,,,,
6941403,What It Takes (Aerosmith song), ,127894,,,,,,,,,
1647067,Unused New York City Subway service labels, ,127553,,,,,,,,,
2628892,Timbrel, ,127362,,,,,,,,,
2819636,A.F.C. Hornchurch, ,127177,,,,,,,,,
1695131,Parkinsonia aculeata, ,127144,,,,,,,,,
1755261,Bomberman 64: The Second Attack, ,126783,,,,,,,,,
2661979,PSINet, ,126556,,,,,,,,,
45223499,Julie Foucher, ,126553,,,,,,,,,
17904083,Korean punctuation, ,126497,,,,,,,,,
889697,U.S. Route 98, ,126122,,,,,,,,,
14652729,Diamond (Spandau Ballet album), ,125757,,,,,,,,,
12499276,USS Philadelphia (1776), ,125505,,,,,,,,,
3000693,Katsu, ,125326,,,,,,,,,
17057007,Jay Simpson (actor), ,125295,,,,,,,,,
738471,Digbeth, ,125260,,,,,,,,,
14653026,Parade (Spandau Ballet album), ,125041,,,,,,,,,
1550184,Cocktail umbrella, ,124949,,,,,,,,,
139415,"Greendale, Wisconsin", ,124838,,,,,,,,,
9756597,"History of Lowell, Massachusetts", ,124682,,,,,,,,,
12199520,Paris of the East, ,124630,,,,,,,,,
20148372,2009 Oregon Ducks football team, ,124417,,,,,,,,,
2642626,VDL Nedcar, ,123765,,,,,,,,,
5747954,Marie of Saxe-Altenburg, ,123230,,,,,,,,,
46843629,Ministries of Kenya, ,122746,,,,,,,,,
3055784,Lezlie Deane, ,122373,,,,,,,,,
4446322,Catalina Airport, ,122219,,,,,,,,,
3833453,Religion in Bolivia, ,122075,,,,,,,,,
3852244,Poneratoxin, ,121764,,,,,,,,,
49423435,Dear Uge, ,121759,,,,,,,,,
3477461,Man-Kzin Wars, ,121585,,,,,,,,,
5056104,Them: Adventures with Extremists, ,121579,,,,,,,,,
9937068,Mirrored, ,121332,,,,,,,,,
23532059,Shahin, ,121086,,,,,,,,,
18690851,Genetic correlation, ,120843,,,,,,,,,
11796430,ArmorGroup, ,120497,,,,,,,,,
10293988,Mejlis of the Crimean Tatar People, ,120494,,,,,,,,,
13667797,One hour run, ,120106,,,,,,,,,
6552295,Malcesine, ,119892,,,,,,,,,
2672303,Dhillon, ,119859,,,,,,,,,
3033692,RMS Britannia, ,119826,,,,,,,,,
42867938,UFC Fight Night: Henderson vs. dos Anjos, ,119783,,,,,,,,,
13140666,Brian Regan (actor), ,119144,,,,,,,,,
87405,ChatZilla, ,118975,,,,,,,,,
5314460,List of middle schools in England, ,118973,,,,,,,,,
756618,Metsovo, ,118794,,,,,,,,,
32774781,2011 University of Miami athletics scandal, ,118586,,,,,,,,,
1872551,Nick Herbert, ,118458,,,,,,,,,
1400913,Pioneer Column, ,118430,,,,,,,,,
20656170,Lauren Cuthbertson, ,118425,,,,,,,,,
6418604,Tatiana Samoilova, ,118047,,,,,,,,,
27340002,Yamaha Jog, ,117765,,,,,,,,,
46477394,It Lives Again, ,117725,,,,,,,,,
1675860,Thaddeus of Edessa, ,117433,,,,,,,,,
34273184,Apocephalus borealis, ,116905,,,,,,,,,
13977513,Buffer strip, ,116756,,,,,,,,,
19237133,English unjust enrichment law, ,116588,,,,,,,,,
18254355,Australia–Canada relations, ,116583,,,,,,,,,
6200269,Mix network, ,116570,,,,,,,,,
31156836,Rain Rain Come Again, ,116173,,,,,,,,,
13605432,Joe Garcia, ,116116,,,,,,,,,
17337082,Space Jam (video game), ,115995,,,,,,,,,
1104661,"Littleborough, Greater Manchester", ,115909,,,,,,,,,
996399,Lobito, ,115586,,,,,,,,,
1678451,Downsview Airport, ,115576,,,,,,,,,
44086682,Black Comedy (TV series), ,115297,,,,,,,,,
2453972,Malay chicken, ,115118,,,,,,,,,
3473778,Common Monetary Area, ,114906,,,,,,,,,
3685041,Full disclosure, ,114866,,,,,,,,,
39785763,Jake (given name), ,114841,,,,,,,,,
3558687,Mario Rosenstock, ,114750,,,,,,,,,
994248,Forfeit (baseball), ,114667,,,,,,,,,
12672071,The labor problem, ,114512,,,,,,,,,
41910874,Leg mechanism, ,114174,,,,,,,,,
13028904,Thirteen desserts, ,114161,,,,,,,,,
7609013,Hysterical contagion, ,114039,,,,,,,,,
11553154,Nick Culkin, ,114017,,,,,,,,,
15432584,Francis Alÿs, ,113728,,,,,,,,,
13582707,Nong Nooch Tropical Botanical Garden, ,113612,,,,,,,,,
9370791,Sugith Varughese, ,113540,,,,,,,,,
3724576,Tom Phillips (Royal Navy officer), ,113527,,,,,,,,,
2877533,Medeu, ,113456,,,,,,,,,
10593354,Inspector General of Police of the Ghana Police Service, ,113391,,,,,,,,,
11233985,Endoclip, ,113267,,,,,,,,,
922404,Nobuo Tobita, ,112765,,,,,,,,,
11490162,Palestine Police Force, ,112752,,,,,,,,,
97447,"Newton County, Arkansas", ,112575,,,,,,,,,
9740875,High School Confidential (film), ,111813,,,,,,,,,
194838,Foundling Museum, ,111509,,,,,,,,,
7192325,Dave Gleeson, ,111422,,,,,,,,,
3338634,Angel Witch (album), ,111371,,,,,,,,,
9782656,Refusal (horse), ,111144,,,,,,,,,
1977942,Micronesian languages, ,111033,,,,,,,,,
1725710,May McAvoy, ,110812,,,,,,,,,
872259,"Edward Guinness, 1st Earl of Iveagh", ,110758,,,,,,,,,
30470726,National Monument (Amsterdam), ,110741,,,,,,,,,
6242348,British Traditional Wicca, ,110630,,,,,,,,,
12314286,Nimrud lens, ,110543,,,,,,,,,
6471034,Happiness! (visual novel), ,110189,,,,,,,,,
837699,William Henry Moody, ,109845,,,,,,,,,
17870285,Ces Drilon, ,109434,,,,,,,,,
10951104,Treaty of Lutatius, ,109291,,,,,,,,,
32595136,Takfir wal-Hijra, ,108783,,,,,,,,,
27933327,Érica Rivas, ,108615,,,,,,,,,
12386757,Always the Sun, ,108322,,,,,,,,,
983002,Broadcast automation, ,108165,,,,,,,,,
48875845,Princess Mangkubumi, ,107765,,,,,,,,,
20919132,Fishing industry in Russia, ,107344,,,,,,,,,
10022476,Athena (Marvel Comics), ,107252,,,,,,,,,
1307383,Conivaptan, ,107051,,,,,,,,,
23904795,Twenty Four Seven (film), ,106699,,,,,,,,,
19762735,Atlanta Braves minor league players, ,106432,,,,,,,,,
15392,Imperial Conference, ,106371,,,,,,,,,
7993005,Sheeba, ,106275,,,,,,,,,
1531725,Elisha ben Abuyah, ,105341,,,,,,,,,
3053930,Chinese sturgeon, ,105298,,,,,,,,,
959066,Tsukuba Express, ,105201,,,,,,,,,
514194,Autodesk Alias, ,104707,,,,,,,,,
41943822,Vennelakanti, ,104550,,,,,,,,,
2208730,Denver Center for the Performing Arts, ,104469,,,,,,,,,
1266537,Double Dragon III: The Sacred Stones, ,104112,,,,,,,,,
14908753,List of Macross characters, ,103969,,,,,,,,,
873906,Southampton Island, ,103639,,,,,,,,,
611022,Berry Islands, ,103552,,,,,,,,,
23111904,List of banks in Morocco, ,102513,,,,,,,,,
38572085,DRDO Abhyas, ,101983,,,,,,,,,
13285817,Non-game, ,101940,,,,,,,,,
23340206,Conditions (album), ,101874,,,,,,,,,
1364102,Easterwood Airport, ,101436,,,,,,,,,
2970314,Liam Fontaine, ,101407,,,,,,,,,
1589070,Bank of Taiwan, ,101156,,,,,,,,,
2398755,Hoge Veluwe National Park, ,101143,,,,,,,,,
23779223,Buzzer Beat, ,100906,,,,,,,,,
3022317,Tintin (magazine), ,100686,,,,,,,,,
14908954,Jaclyn A. Smith, ,100251,,,,,,,,,
10667657,Neg Dupree, ,99263,,,,,,,,,
3064190,List of Governors of Akwa Ibom State, ,99249,,,,,,,,,
38341577,Lee Li Lian, ,99204,,,,,,,,,
4335051,David Elleray, ,99181,,,,,,,,,
24659645,Canonical criticism, ,99177,,,,,,,,,
2527873,Bright Leaf, ,98913,,,,,,,,,
3677243,Natas (group), ,98885,,,,,,,,,
1389198,Horacio Llamas, ,98790,,,,,,,,,
32073239,Janko Nilović, ,98258,,,,,,,,,
14645144,Infamous Stringdusters, ,98222,,,,,,,,,
960423,Spaldeen, ,97983,,,,,,,,,
2945123,Red brocket, ,97751,,,,,,,,,
12101655,Prize crew, ,97656,,,,,,,,,
337371,Bernoulli Box, ,97167,,,,,,,,,
42396644,Membrane vesicle trafficking, ,97163,,,,,,,,,
44340516,Şehzade Ömer, ,97060,,,,,,,,,
5846154,Blue (Simply Red album), ,96790,,,,,,,,,
8272226,The Last Templar, ,96686,,,,,,,,,
1918510,Digital comic, ,96545,,,,,,,,,
43779954,VSV-EBOV, ,95678,,,,,,,,,
291988,Northalsted Market Days, ,95577,,,,,,,,,
11927317,Microsoft Sync Framework, ,95413,,,,,,,,,
23691162,Dolby 3D, ,95361,,,,,,,,,
6068797,Ribbon lake, ,95259,,,,,,,,,
234403,Thermopylae (clipper), ,95211,,,,,,,,,
1785190,Laney Amplification, ,95170,,,,,,,,,
4872122,Phil Cunningham (folk musician), ,95044,,,,,,,,,
3384211,Canada at the 2006 Winter Olympics, ,94762,,,,,,,,,
34356752,1998 Football League First Division play-off Final, ,94634,,,,,,,,,
20909154,Uno (dicycle), ,94463,,,,,,,,,
1678781,Cizeta, ,94412,,,,,,,,,
43043974,Military ranks of Portugal, ,93932,,,,,,,,,
715200,Democratic globalization, ,93879,,,,,,,,,
12439388,Jonathan Davies, ,93719,,,,,,,,,
33004268,Live sharksucker, ,93719,,,,,,,,,
6426483,Jay Caufield, ,93456,,,,,,,,,
2095027,Alberta Highway 16, ,93202,,,,,,,,,
97452,"Miller County, Arkansas", ,93153,,,,,,,,,
31707991,Rishton Ke Bhanwar Mein Uljhi Niyati, ,93039,,,,,,,,,
18619252,Chanh muối, ,92859,,,,,,,,,
474931,Diving physics, ,92853,,,,,,,,,
1725253,Vasco da Gama Tower, ,92760,,,,,,,,,
23906575,BDPC, ,92527,,,,,,,,,
7762748,Clyde Scott, ,92505,,,,,,,,,
30469890,2010 All-Pro Team, ,92409,,,,,,,,,
19127843,Random Acts of Kindness Day, ,92292,,,,,,,,,
9651553,"Tottenham, Ontario", ,91946,,,,,,,,,
21075169,Cable reel, ,91937,,,,,,,,,
615932,Russian humour, ,91731,,,,,,,,,
127260,"Calverton, New York", ,91724,,,,,,,,,
1869389,China Press, ,91714,,,,,,,,,
6893287,Aeronca 11 Chief, ,91625,,,,,,,,,
437301,Institute of Cetacean Research, ,91405,,,,,,,,,
12027400,Legal document assistant, ,91347,,,,,,,,,
2926799,Hydra Head Records, ,91237,,,,,,,,,
843458,The Poddington Peas, ,91056,,,,,,,,,
3333621,Cathy Murphy, ,91030,,,,,,,,,
6905540,Manor (department store), ,91022,,,,,,,,,
43379840,Beepi, ,90961,,,,,,,,,
6536450,Mimosa pigra, ,90958,,,,,,,,,
226629,Consideration under American law, ,90918,,,,,,,,,
37610742,Moaz al-Khatib, ,90890,,,,,,,,,
12667164,The Boys from County Clare, ,90813,,,,,,,,,
24924047,Exumer, ,90579,,,,,,,,,
84167,Antiochus V Eupator, ,90570,,,,,,,,,
4558648,Erasmo Catarino, ,90398,,,,,,,,,
11584601,Melanoidin, ,90261,,,,,,,,,
16023751,List of Norwegian artists, ,90109,,,,,,,,,
30917421,Oil record book, ,89902,,,,,,,,,
17469334,Dan Paladin, ,89901,,,,,,,,,
45350427,Corneal ectatic disorders, ,89767,,,,,,,,,
108852,"Somers, Connecticut", ,89607,,,,,,,,,
2606207,Cricket Ireland, ,89123,,,,,,,,,
14923411,Greatest Hits (Dan Fogelberg album), ,89119,,,,,,,,,
1074297,Necking, ,88924,,,,,,,,,
2111409,56th United States Congress, ,88821,,,,,,,,,
7647145,Chilean Coast Range, ,88707,,,,,,,,,
14747911,Indian states ranking by households having electricity, ,88600,,,,,,,,,
3562095,"Water, Water Every Hare", ,88589,,,,,,,,,
2848330,Luciano Galletti, ,88523,,,,,,,,,
25955408,"Liberian general election, 2011", ,88457,,,,,,,,,
334765,Demon Internet, ,88282,,,,,,,,,
3087824,Pete Hamilton, ,88164,,,,,,,,,
3327252,Faith Soloway, ,88005,,,,,,,,,
24328519,J.P. Morgan Cazenove, ,87818,,,,,,,,,
16987693,Hunt Slonem, ,87650,,,,,,,,,
40821122,Eric and Eric, ,87609,,,,,,,,,
1091540,Clairvoyance (album), ,87601,,,,,,,,,
19641393,"Dogtown, St. Louis", ,87450,,,,,,,,,
1558093,Philip Catherine, ,87422,,,,,,,,,
20556430,Anil Dharker, ,87230,,,,,,,,,
23759625,House Broken (2009 film), ,87192,,,,,,,,,
25069073,Hammer paint, ,87006,,,,,,,,,
5668508,Naked (Marques Houston album), ,86881,,,,,,,,,
38986313,See You Again (Carrie Underwood song), ,86718,,,,,,,,,
2355566,Mary Schiavo, ,86690,,,,,,,,,
5437616,Thomas University, ,86646,,,,,,,,,
1416708,Resolute Bay, ,86619,,,,,,,,,
511096,Bjarni Tryggvason, ,86403,,,,,,,,,
15041517,Kompally, ,86342,,,,,,,,,
15225400,Hung Jury (album), ,86326,,,,,,,,,
1186637,Brisbane Correctional Centre, ,86137,,,,,,,,,
7089039,List of airports in Haiti, ,86127,,,,,,,,,
43846741,Cemetery for North Korean and Chinese Soldiers, ,86125,,,,,,,,,
3209473,Ewart's sign, ,85968,,,,,,,,,
6692637,Clinch Mountain, ,85933,,,,,,,,,
1383794,Viersen, ,85652,,,,,,,,,
36734184,List of National Basketball Association annual minutes leaders, ,85558,,,,,,,,,
8965457,"Concerto for Flute, Harp, and Orchestra (Mozart)", ,85383,,,,,,,,,
3317877,Rizal Memorial Sports Complex, ,85140,,,,,,,,,
32525399,Solar backpack, ,85058,,,,,,,,,
2844164,William Tyler Page, ,84915,,,,,,,,,
7810573,Jon Stinchcomb, ,84711,,,,,,,,,
16543273,Andy Unanue, ,84700,,,,,,,,,
44406763,Sherni, ,84419,,,,,,,,,
2696802,HMNZS Te Mana (F111), ,84364,,,,,,,,,
998119,Rice ball, ,84257,,,,,,,,,
1843579,Mark Lynas, ,84134,,,,,,,,,
592396,Engelbrekt Engelbrektsson, ,84076,,,,,,,,,
43631132,The Organized Mind, ,83883,,,,,,,,,
17924128,De Monarchia, ,83667,,,,,,,,,
9567157,Sesame (framework), ,83474,,,,,,,,,
6041802,1997 American League Division Series, ,83385,,,,,,,,,
48928874,Truffle butter, ,83197,,,,,,,,,
2242975,Wavelet packet decomposition, ,83177,,,,,,,,,
10671568,Collaborative method, ,83148,,,,,,,,,
39366103,Bharya Athra Pora, ,83086,,,,,,,,,
4229239,Cochrane–Orcutt estimation, ,83036,,,,,,,,,
42291594,Charles Gibson (special effects artist), ,82989,,,,,,,,,
49059554,Clay chemistry, ,82497,,,,,,,,,
1983067,Glider Pilot Regiment, ,82471,,,,,,,,,
3977660,"Ampang, Kuala Lumpur", ,82342,,,,,,,,,
42610367,Qingdao Airlines, ,82338,,,,,,,,,
4307267,"Augustus, Elector of Saxony", ,82262,,,,,,,,,
33445418,Mac Barnett, ,82165,,,,,,,,,
12479996,No Warning (band), ,82119,,,,,,,,,
12607938,Bill Carpenter, ,81711,,,,,,,,,
2002674,The Misunderstood, ,81623,,,,,,,,,
13139383,Penny Flanagan, ,81574,,,,,,,,,
185378,19th Annual Grammy Awards, ,81427,,,,,,,,,
3516549,Sabina (region), ,81345,,,,,,,,,
18226045,John Lawton (author), ,81333,,,,,,,,,
14269604,George Gosse, ,81309,,,,,,,,,
15104908,Madsen 20 mm cannon, ,81278,,,,,,,,,
5463341,Abstract Rude, ,81174,,,,,,,,,
31421571,Fiber optic coupler, ,81132,,,,,,,,,
1078402,Road rally, ,81003,,,,,,,,,
2542456,Emperor Nijō, ,80972,,,,,,,,,
439896,Joseph Hodges Choate, ,80687,,,,,,,,,
23617167,Katie Stelmanis, ,80572,,,,,,,,,
36117884,The Oatmeal and FunnyJunk legal dispute, ,80519,,,,,,,,,
8870092,Red Voodoo, ,80258,,,,,,,,,
876913,Congress for Democracy and Progress, ,79914,,,,,,,,,
44916873,Gambling in Massachusetts, ,79759,,,,,,,,,
30438727,Robot Chicken (season 2), ,79689,,,,,,,,,
42554684,Krishna Raj, ,79645,,,,,,,,,
2189912,Westbury-on-Trym, ,79529,,,,,,,,,
1527392,Prelinger Archives, ,79484,,,,,,,,,
8041064,2wo, ,79464,,,,,,,,,
47126501,More Than (company), ,79277,,,,,,,,,
4425312,Akin Ayodele, ,78948,,,,,,,,,
4374452,Miss Connecticut USA, ,78863,,,,,,,,,autoconfirmed
20963207,M. C. Rajah, ,78597,,,,,,,,,
44516833,Twelve Symbols national emblem, ,78354,,,,,,,,,
5618128,Alfred Gell, ,78295,,,,,,,,,
12739872,Harwell Science and Innovation Campus, ,78285,,,,,,,,,
1595238,Hong Kong International Film Festival, ,78204,,,,,,,,,
17642191,The Ballade, ,78195,,,,,,,,,
2056845,United Nations Office of Legal Affairs, ,78062,,,,,,,,,
322805,List of universities in Slovenia, ,78054,,,,,,,,,
1030030,Embu das Artes, ,77537,,,,,,,,,
34927383,Wil S. Hylton, ,77474,,,,,,,,,
9727775,Cuban heel, ,77284,,,,,,,,,
39472300,Centruroides gracilis, ,77185,,,,,,,,,
43819525,List of programs broadcast by Jack TV, ,76909,,,,,,,,,
9913874,Sameer Group, ,76753,,,,,,,,,
33727383,Nataša Petrović, ,76490,,,,,,,,,
1011319,RAF Kai Tak, ,76471,,,,,,,,,
24545,Pasporta Servo, ,76395,,,,,,,,,
30049002,Mission Essential, ,76337,,,,,,,,,
6777458,The Best of What's Around Vol. 1, ,76192,,,,,,,,,
29595773,George Finch-Hatton (MP for Rochester), ,76150,,,,,,,,,
13227913,Flit gun, ,76061,,,,,,,,,
9385789,B movies (The exploitation boom), ,75991,,,,,,,,,
782173,Ramanujan–Petersson conjecture, ,75963,,,,,,,,,
30268930,AMA Grand National Championship, ,75806,,,,,,,,,
50009734,Over Rev!, ,75644,,,,,,,,,
37706672,Spiropyran, ,75546,,,,,,,,,
30430079,Dead and Deader, ,75509,,,,,,,,,
32897716,Tc (Linux), ,75508,,,,,,,,,
37160591,Bloor Homes, ,75210,,,,,,,,,
35475393,The Kind Diet, ,75129,,,,,,,,,
32575059,Mark Roberts (TV producer), ,74960,,,,,,,,,
34437292,Alex Rowley, ,74931,,,,,,,,,
218761,Golden bull, ,74872,,,,,,,,,
127515,"Hudson Falls, New York", ,74842,,,,,,,,,
30439682,Robot Chicken (season 3), ,74828,,,,,,,,,
13643278,List of National Historic Landmarks in Oklahoma, ,74826,,,,,,,,,
12429584,Billy Boy Arnold, ,74698,,,,,,,,,
6115189,Storm Davis, ,74628,,,,,,,,,
27045697,Keli McGregor, ,74490,,,,,,,,,
5657230,José Cid, ,74381,,,,,,,,,
32020129,Futurebirds, ,74276,,,,,,,,,
26692136,Bishops of Rome under Constantine I, ,74014,,,,,,,,,
4652116,Credit Europe Bank, ,73975,,,,,,,,,
3309716,History of merit badges (Boy Scouts of America), ,73974,,,,,,,,,
3989167,Nicco park, ,73873,,,,,,,,,
5057448,Corso Italia (Toronto), ,73770,,,,,,,,,
41379697,Daily light integral, ,73699,,,,,,,,,
43950005,J. C. Spink, ,73495,,,,,,,,,
26747926,The Bride Comes to Yellow Sky, ,73494,,,,,,,,,
8758865,Robert Zildjian, ,73265,,,,,,,,,
2491816,Parfleche, ,73155,,,,,,,,,
407140,USS Ethan Allen (SSBN-608), ,73074,,,,,,,,,
26295766,Etisalat (Sri Lanka), ,72971,,,,,,,,,
9892218,Salma Akhter, ,72956,,,,,,,,,
47543347,Way of the Dragon 2, ,72955,,,,,,,,,
7737864,Phi Delta Kappa, ,72911,,,,,,,,,
28134270,Louis Taylor, ,72866,,,,,,,,,
7528141,Brett Dean, ,72652,,,,,,,,,
3109025,Trade-weighted effective exchange rate index, ,72634,,,,,,,,,
596327,Malabar pied hornbill, ,72583,,,,,,,,,
1372704,Gord Martineau, ,72546,,,,,,,,,
21138375,Florida Gators women's soccer, ,72525,,,,,,,,,
3206371,Twice the Speed of Life, ,72522,,,,,,,,,
261037,Oea, ,72373,,,,,,,,,
17146807,Nick Hayden, ,72365,,,,,,,,,
4607754,Military aid, ,72350,,,,,,,,,
25236754,EMERK, ,72212,,,,,,,,,
4151523,Madonna Live: The Virgin Tour, ,72191,,,,,,,,,
38438250,Extreme Rising, ,72132,,,,,,,,,
4423381,Andy Hicks, ,71989,,,,,,,,,
8856857,Shloer, ,71962,,,,,,,,,
4553551,Beech Bend Park, ,71843,,,,,,,,,
1823754,"Forest Hill, San Francisco", ,71778,,,,,,,,,
6426156,Hexachlorophosphazene, ,71701,,,,,,,,,
28165618,Super LCD, ,71678,,,,,,,,,
12387237,Americanos, ,71607,,,,,,,,,
28842378,TravelSky, ,71581,,,,,,,,,
2172252,Three Dollar Bill, ,71507,,,,,,,,,
6724502,I-70 Speedway, ,71507,,,,,,,,,
3459194,Los Four, ,71457,,,,,,,,,
3750766,List of ICD-9 codes 580–629: diseases of the genitourinary system, ,71442,,,,,,,,,
10931043,Gimme Some Neck, ,71391,,,,,,,,,
2332617,Baba Shadi Shaheed, ,71262,,,,,,,,,
